IDN,AGE,COUNTRY,GENDER,IMMIGRANT,HAPPINESS
66225,66,Armenia,Female,0,4.15
37759,61,Djibouti,Male,0,4.46
11547,20,Serbia,Male,0,4.65
39068,77,United Kingdom,Male,1,7.27
84894,23,Ecuador,Female,1,6.48
13432,20,Malta,Male,0,5.77
24334,58,Israel,Female,0,7.09
15324,97,Trinidad and Tobago,Female,0,6.42
57870,38,Jamaica,Male,0,5.36
82083,88,Morocco,Female,0,4.84
94403,31,Kuwait,Female,0,6.52
64225,75,Egypt,Male,0,3.99
32474,48,Zimbabwe,Female,0,4.67
58645,64,Argentina,Female,0,6.32
84163,39,Netherlands,Male,0,7.48
81719,31,Ethiopia,Male,0,4.42
10440,37,Tanzania,Male,0,3.6
91104,92,Congo-Kinshasa,Male,1,4.97
47343,63,Mexico,Female,0,6.89
19621,38,Nigeria,Female,0,5.16
27639,82,Luxembourg,Female,0,6.99
65646,46,Madagascar,Male,0,3.85
78017,71,Thailand,Male,0,6.1
56249,36,South Africa,Female,0,4.69
83774,27,Gabon,Male,0,3.82
40614,43,Mozambique,Female,0,4.74
25361,62,South Korea,Female,0,6.23
92943,41,Italy,Male,0,5.8
29872,97,Uruguay,Female,0,6.26
53270,19,Somaliland region,Male,0,4.73
12908,35,Cambodia,Male,0,3.78
96762,50,Lebanon,Male,0,4.93
34251,71,Slovenia,Female,0,5.77
10519,51,Cyprus,Male,0,6.2
42206,59,Nigeria,Female,1,5.65
16904,46,Finland,Male,0,7.29
60068,75,Rwanda,Female,0,3.58
57020,70,Paraguay,Male,0,5.58
79833,67,Lesotho,Male,1,5.18
65266,66,Germany,Male,0,6.44
14379,69,Slovakia,Female,0,5.71
87458,82,Turkmenistan,Female,0,5.46
25611,30,Sweden,Male,0,7.39
95369,84,Spain,Female,0,6.13
81469,37,Jordan,Male,0,5.19
39408,58,Argentina,Female,0,6.28
28236,90,Zambia,Male,0,4.72
16778,99,Australia,Male,0,7.11
22348,52,Libya,Male,0,5.15
37608,46,Australia,Female,0,7.23
97389,66,Israel,Female,1,7.64
63658,23,Sweden,Female,0,7.32
68328,74,Bolivia,Female,1,5.98
37908,95,Poland,Female,0,5.79
32777,98,Pakistan,Male,0,5.16
71338,49,Mexico,Female,0,6.9
24474,44,Tunisia,Female,0,4.78
19593,57,Bangladesh,Male,0,4.68
23799,34,Romania,Male,0,4.86
58900,44,Congo-Brazzaville,Female,0,4.19
98579,68,Thailand,Male,0,6.15
60567,94,Argentina,Male,0,6.46
68486,53,Congo-Kinshasa,Male,0,4.38
51660,50,Thailand,Male,0,6.15
88032,59,Uzbekistan,Male,0,5.58
80247,45,Senegal,Female,0,3.76
91183,44,Mauritania,Female,0,4.62
12623,57,Nigeria,Female,0,5.02
80009,86,Togo,Male,0,2.81
94587,27,Italy,Male,0,5.73
71414,91,Saudi Arabia,Male,0,6.45
90214,23,South Africa,Female,0,4.68
10989,55,Mongolia,Male,0,4.6
27681,57,Kazakhstan,Male,0,5.55
35032,56,Kenya,Male,0,4.3
61652,41,Serbia,Female,0,4.63
94551,32,Saudi Arabia,Male,1,6.53
88912,55,Angola,Male,0,5.52
89998,62,Ireland,Male,0,6.94
20051,52,Syria,Female,0,3.75
52523,20,Colombia,Male,0,6.29
88936,34,Suriname,Male,0,6.14
15544,55,Lesotho,Male,0,4.75
40251,98,Trinidad and Tobago,Male,1,6.9
66457,29,Nigeria,Female,0,5.11
98774,33,Malta,Female,0,5.95
76755,33,Tajikistan,Male,0,4.09
16858,84,Algeria,Female,0,5.41
10937,72,Bangladesh,Male,0,4.52
61325,35,Benin,Male,0,3.34
14243,25,Canada,Female,1,7.75
80460,89,Uganda,Male,0,4.33
31741,82,Nepal,Male,0,4.05
13310,42,Turkey,Female,0,5.2
40169,70,Bulgaria,Male,0,3.7
39204,31,Palestinian Territories,Male,1,5.27
67105,29,Malaysia,Female,0,5.72
67376,94,Uganda,Male,0,4.27
16797,51,Argentina,Female,0,6.37
27281,78,Lesotho,Male,0,4.61
25406,43,Spain,Male,0,6.31
66952,88,Palestinian Territories,Male,0,4.65
49172,88,Tanzania,Male,0,3.67
81834,77,Gabon,Male,0,3.87
22274,25,Burkina Faso,Female,0,4
85137,96,Niger,Female,0,3.96
76171,82,Tajikistan,Female,0,4.18
97473,89,Guinea,Male,0,3.83
45929,57,Iran,Male,0,4.39
98228,85,Denmark,Female,1,8.02
54602,66,Libya,Female,0,5.28
76995,70,Latvia,Male,0,5.05
15334,39,Niger,Female,0,3.95
37586,99,Libya,Female,0,5.24
74257,30,Peru,Male,0,5.53
99509,36,Nigeria,Male,0,5.15
16154,99,Algeria,Female,0,5.21
98756,59,Italy,Female,0,6
25374,99,Malta,Female,1,6.5
42521,40,Luxembourg,Male,0,6.98
78444,91,Lesotho,Male,0,4.8
64594,95,Uzbekistan,Female,0,5.33
47013,61,Cyprus,Male,1,6.63
83383,91,Angola,Male,0,5.58
21630,79,Singapore,Female,1,6.73
95992,47,United Arab Emirates,Female,1,7.65
46661,20,Germany,Male,0,6.64
85091,82,Indonesia,Female,0,5.33
51726,30,Australia,Male,0,7.15
44786,39,Oman,Female,0,6.83
96585,24,Kyrgyzstan,Male,0,4.9
44349,22,United Kingdom,Male,0,6.72
31410,26,Somaliland region,Male,0,4.73
69633,91,Oman,Male,1,7.31
76804,89,South Africa,Female,0,4.68
89227,85,Hungary,Male,0,4.67
84778,22,Oman,Male,0,6.8
19986,60,Kosovo,Female,0,5.04
13763,83,Azerbaijan,Female,0,4.4
79121,96,Pakistan,Female,0,4.99
13906,27,Congo-Brazzaville,Male,0,4.06
45422,50,Malaysia,Female,0,5.51
35711,49,Romania,Female,0,4.84
74281,35,Jordan,Male,0,5.35
29565,66,Japan,Female,0,5.78
77636,75,Germany,Female,0,6.41
66872,53,Japan,Male,1,6.57
62299,69,Mozambique,Male,0,4.68
92762,81,Qatar,Male,0,6.66
66192,72,Morocco,Male,0,4.66
85067,76,Malawi,Female,0,3.85
67894,66,Thailand,Male,0,6.16
50466,90,Sri Lanka,Male,0,4.08
35703,20,Peru,Female,0,5.75
49564,39,Algeria,Male,0,5.13
84324,51,Algeria,Female,0,5.14
72951,50,Lithuania,Male,0,5.41
77480,26,Madagascar,Female,0,3.69
47755,52,Switzerland,Male,0,7.41
90137,21,Central African Republic,Female,0,3.33
39783,79,Taiwan,Male,0,6.12
73772,40,Costa Rica,Female,0,7.04
20995,74,Iceland,Female,1,7.38
72324,50,Senegal,Female,0,3.75
46198,31,Hungary,Female,0,4.73
29494,57,United States,Male,0,7.02
28646,53,Netherlands,Female,0,7.38
25932,93,Syria,Male,0,3.83
96151,72,Angola,Male,1,5.78
66532,59,Bosnia and Herzegovina,Male,0,4.81
12402,92,Indonesia,Male,1,5.64
69667,62,Nicaragua,Female,0,5.41
86131,55,Vietnam,Male,0,5.47
80827,56,Belarus,Male,0,5.22
28414,46,Ghana,Female,0,4.83
72599,89,Chad,Male,0,3.93
25311,38,Djibouti,Female,0,4.52
46110,86,Hungary,Female,0,4.5
42941,45,South Korea,Male,0,6.25
42955,86,Belgium,Female,0,6.71
25978,21,South Africa,Male,0,4.68
19272,87,Sierra Leone,Male,0,4.17
46649,29,Iraq,Female,0,4.74
39250,67,Finland,Female,0,7.23
77788,94,El Salvador,Female,0,5.72
60365,33,Italy,Male,0,5.95
48745,86,Comoros,Female,0,3.63
39492,27,Bangladesh,Male,0,4.76
76312,66,Latvia,Female,0,4.76
14508,84,Finland,Female,0,7.14
92763,85,China,Male,1,5.43
72246,73,North Cyprus,Female,0,5.39
69211,93,Comoros,Female,0,3.56
76335,45,Kosovo,Female,0,5.18
66922,82,Kenya,Male,0,4.38
54725,90,Gabon,Female,0,4.02
13962,48,Jamaica,Male,1,5.61
19592,83,North Cyprus,Male,1,6.02
63033,66,Denmark,Female,0,7.51
63227,76,Laos,Female,0,4.68
98967,24,Malawi,Male,0,4.1
18742,24,Israel,Female,0,7.16
52421,31,Moldova,Male,1,5.86
26665,79,Brazil,Male,0,6.7
29532,41,Brazil,Male,0,6.75
15950,81,Finland,Female,1,7.48
87639,29,Saudi Arabia,Male,0,6.43
67786,69,Kuwait,Male,0,6.43
34621,28,Thailand,Female,1,6.68
61729,69,Rwanda,Male,0,3.45
37407,78,Bolivia,Female,0,5.81
70086,34,Australia,Male,0,7.32
41882,38,Russia,Male,0,5.37
82764,20,Australia,Female,0,7.2
35961,57,Malta,Female,0,5.96
67580,64,Burundi,Female,0,3.68
67722,53,Comoros,Female,0,3.61
26499,96,Macedonia,Male,0,4.39
66667,95,Spain,Male,0,6.17
85846,50,Ecuador,Male,0,5.58
69905,80,Panama,Male,0,6.99
95157,79,Afghanistan,Male,0,3.8
87973,55,Czech Republic,Male,1,6.42
56585,31,Sierra Leone,Male,0,4.07
33082,96,Oman,Male,0,6.61
50266,25,New Zealand,Male,0,7.17
36879,48,Trinidad and Tobago,Female,1,7.17
19121,99,Spain,Female,0,6.3
98941,33,Canada,Male,0,7.4
15751,18,Serbia,Female,0,4.79
50350,67,Cameroon,Male,0,4.3
22601,97,Tunisia,Female,0,4.7
31690,71,Morocco,Female,0,4.77
65736,66,Kenya,Male,0,4.37
71295,27,Haiti,Female,0,4.09
83456,52,Guinea,Male,0,3.59
21980,92,Ethiopia,Female,0,4.35
61509,83,Sri Lanka,Female,0,3.96
12889,37,Panama,Female,0,6.92
93701,91,Honduras,Male,0,4.98
58326,87,Egypt,Female,0,4
90797,54,Uzbekistan,Male,0,5.57
76927,48,Bahrain,Male,0,5.25
56523,63,Uruguay,Male,0,6.33
91545,72,India,Female,0,4.47
71869,66,India,Male,0,4.53
51899,85,Latvia,Female,0,4.85
71861,79,Hungary,Male,0,4.58
40587,82,Ireland,Male,0,6.93
48762,58,Vietnam,Male,0,5.27
57619,35,Kosovo,Male,0,4.97
65227,79,Sri Lanka,Male,0,4
27633,77,Greece,Male,0,5.32
91346,24,Nicaragua,Male,0,5.22
28664,83,Iran,Female,0,4.57
76674,67,Taiwan,Female,0,6.2
42901,32,Congo-Brazzaville,Male,0,4.04
66910,68,Benin,Female,0,3.33
95298,57,Belarus,Female,0,5.21
98824,38,Chad,Female,0,3.8
93888,21,Guatemala,Female,0,5.81
35123,56,Jordan,Male,0,5.14
49028,99,Macedonia,Female,0,4.36
74533,71,Comoros,Female,0,3.79
98785,52,Qatar,Male,0,6.45
21836,85,Libya,Female,0,5.26
80398,55,Hong Kong,Female,1,5.59
66811,93,China,Male,0,4.91
16756,65,Senegal,Female,0,3.77
23568,54,Chile,Female,0,6.32
95781,81,Jamaica,Female,0,5.22
44230,33,Yemen,Female,0,3.85
44859,29,Azerbaijan,Male,0,4.44
94130,73,Romania,Female,0,5
98044,98,Paraguay,Male,0,5.54
72891,57,Bahrain,Male,0,5.03
57720,75,Georgia,Male,0,4.13
36171,38,Croatia,Female,0,5.46
70638,70,Bolivia,Female,0,5.61
28765,39,Hungary,Female,0,4.73
76160,66,Colombia,Female,0,6.27
21409,74,South Korea,Male,0,5.99
82929,40,Niger,Male,0,4
71027,18,Senegal,Female,0,3.95
20728,71,Serbia,Female,0,4.69
28724,20,Saudi Arabia,Male,0,6.36
21220,20,Germany,Male,1,7.17
54499,82,Jordan,Male,1,5.81
21868,82,Iraq,Female,0,4.56
19835,82,Myanmar,Male,0,4.34
51282,88,Congo-Brazzaville,Male,0,4.01
61977,94,Swaziland,Male,0,4.58
58627,52,Nigeria,Female,0,4.98
43643,40,Morocco,Male,0,4.6
32716,71,Turkmenistan,Male,0,5.42
95488,61,Greece,Male,0,5.17
81740,88,Uzbekistan,Male,0,5.41
75759,80,Uruguay,Male,1,6.79
84578,57,Botswana,Female,0,3.93
96408,43,Rwanda,Female,0,3.63
85091,39,Trinidad and Tobago,Male,0,6.39
77056,75,Kuwait,Male,0,6.5
36602,51,Hong Kong,Female,0,5.31
23389,76,Qatar,Male,0,6.57
49852,43,Turkey,Male,0,5.09
78415,57,Croatia,Male,0,5.49
72631,72,Greece,Female,0,5.23
89382,80,Saudi Arabia,Female,0,6.33
14198,44,Chile,Male,1,6.9
65318,32,United Kingdom,Female,0,6.69
10899,70,Honduras,Male,0,5.06
37875,29,Algeria,Male,0,5.13
69273,20,Botswana,Female,0,3.82
97354,42,Canada,Female,1,8
26053,85,Comoros,Male,0,3.65
39549,38,Germany,Male,0,6.62
47704,59,Jamaica,Female,0,5.09
47338,56,Sudan,Female,0,4.14
29675,71,Argentina,Female,0,6.38
10713,69,Mongolia,Male,0,4.56
19999,40,Macedonia,Male,0,4.38
95361,76,Sweden,Female,0,7.4
50384,34,Yemen,Female,0,3.86
82373,32,Switzerland,Female,1,8.15
21285,80,Sudan,Male,0,4.16
78175,21,Ireland,Male,1,7.18
41750,46,Rwanda,Male,0,3.62
48521,77,United Kingdom,Male,0,6.77
14651,19,Jamaica,Male,1,5.44
36020,50,Oman,Male,0,6.66
54396,97,Cameroon,Female,0,4.31
35239,77,Afghanistan,Male,0,3.79
73402,62,Latvia,Male,0,4.76
93717,92,Spain,Female,0,6.16
35434,70,Uruguay,Male,0,6.33
10107,62,Kosovo,Female,0,5.03
18536,42,Bahrain,Female,0,5.14
27669,37,Ecuador,Female,0,5.62
64240,79,Pakistan,Female,0,5.26
52907,95,Syria,Male,0,3.74
76212,88,South Korea,Male,0,6.07
64797,51,Lithuania,Male,0,5.3
21882,85,Philippines,Female,0,4.77
98632,71,Taiwan,Female,0,6.07
90789,59,Syria,Male,0,3.62
25555,73,Angola,Male,0,5.51
34798,37,Philippines,Male,0,4.98
55802,84,Trinidad and Tobago,Male,1,6.93
45087,58,Guinea,Male,0,3.62
46054,58,Azerbaijan,Male,0,4.36
80459,47,Lithuania,Female,0,5.43
51175,94,Niger,Male,0,4.05
87453,77,Jordan,Male,0,5.18
16703,85,Taiwan,Male,0,6.14
85531,45,Hong Kong,Female,1,5.73
72124,36,Tunisia,Female,0,4.8
73143,20,Kosovo,Male,0,5.03
67681,87,New Zealand,Female,1,7.33
67554,56,New Zealand,Male,1,7.44
95746,83,Singapore,Female,1,7.1
18829,73,Philippines,Female,0,4.88
83833,24,Montenegro,Female,0,5.09
54812,47,Malawi,Male,0,3.97
53626,95,Madagascar,Male,0,3.75
96713,79,Poland,Male,1,6
26511,90,Laos,Male,0,4.72
91474,51,Cyprus,Male,0,6.46
76496,85,Georgia,Male,1,4.7
39056,66,Chile,Male,0,6.46
61011,90,Swaziland,Female,0,4.86
16310,51,Guatemala,Female,0,5.7
88939,49,Nepal,Female,0,3.97
46210,20,Kyrgyzstan,Male,0,5.04
21680,48,Japan,Female,0,5.91
53058,90,Sudan,Male,0,4.35
75483,94,Moldova,Male,0,5.54
24085,65,Singapore,Female,0,6.3
19196,49,Tanzania,Male,0,3.64
52700,38,Belarus,Female,0,5.4
89386,49,Czech Republic,Male,0,6.27
60957,98,Thailand,Male,0,6.16
28693,43,Algeria,Male,0,5.33
31716,36,Dominican Republic,Male,0,4.77
39787,22,Congo-Brazzaville,Male,0,4.21
45943,69,Bosnia and Herzegovina,Male,0,4.69
50789,85,Haiti,Female,0,4.13
75220,76,Hungary,Female,1,5.21
37949,25,Morocco,Female,0,4.83
79928,35,Croatia,Male,0,5.54
16239,58,Nepal,Female,0,3.89
46879,84,Taiwan,Female,0,5.94
56168,94,Guinea,Male,0,3.67
36562,91,Azerbaijan,Female,0,4.39
73039,75,Portugal,Male,0,5.08
33714,94,Spain,Male,0,6.13
18735,40,Luxembourg,Female,0,6.77
45007,61,Croatia,Female,0,5.42
70333,72,Honduras,Male,0,5.14
55989,81,Nicaragua,Male,0,5.37
94460,41,South Africa,Female,0,4.81
24804,72,France,Female,0,6.48
96762,77,Turkey,Male,0,5.26
36698,30,Sri Lanka,Male,0,3.93
15894,50,Australia,Male,0,7.27
76895,25,Sweden,Male,1,7.65
65744,94,Nepal,Female,0,4.09
35692,71,United Kingdom,Female,0,6.63
31245,85,Comoros,Male,0,3.83
26088,23,Estonia,Female,1,5.52
51254,52,Tunisia,Female,0,4.56
26720,19,Guatemala,Male,0,5.84
53052,74,Tajikistan,Female,0,4.23
12099,58,Cambodia,Female,0,4.02
66634,72,Madagascar,Male,0,3.8
58120,23,Singapore,Female,0,6.42
45094,43,Sierra Leone,Female,0,4.16
46588,86,Egypt,Female,0,4.24
69764,21,Tanzania,Female,0,3.6
97083,46,Cyprus,Female,0,6.38
85673,34,Iceland,Female,1,7.47
17545,38,Haiti,Female,0,4.29
52393,29,Cambodia,Male,0,3.81
89789,21,Israel,Male,0,7.28
93630,48,Germany,Female,0,6.44
35788,91,Egypt,Female,0,4.08
80245,61,Madagascar,Female,0,3.71
63373,75,Togo,Male,0,2.81
42182,73,Israel,Male,0,7.09
47533,47,Nigeria,Male,0,5.18
33648,30,Australia,Male,1,7.85
66161,98,China,Female,1,5.45
92142,26,Trinidad and Tobago,Female,0,6.33
99555,59,Mexico,Female,0,6.98
26633,45,Belgium,Male,0,6.71
98523,19,Mali,Female,0,4.22
32443,69,South Africa,Female,0,4.94
76124,57,Saudi Arabia,Male,1,7
18925,52,Hungary,Female,1,5.17
99047,27,Syria,Male,0,3.68
35022,88,Uruguay,Female,0,6.12
44640,64,Ukraine,Male,1,5.15
63553,42,Cambodia,Male,0,4
33146,39,China,Female,0,4.76
68529,23,El Salvador,Female,0,5.62
79361,21,Croatia,Male,0,5.47
63123,20,Pakistan,Male,0,5.14
62820,23,Angola,Female,0,5.44
67655,33,Lebanon,Male,0,4.7
68685,77,Angola,Female,0,5.57
85036,26,Trinidad and Tobago,Male,1,6.67
32495,82,Venezuela,Female,0,6.98
98336,71,Gabon,Male,0,4.06
91546,36,Belarus,Female,1,6.03
36705,88,Uruguay,Female,1,6.93
27613,93,Nicaragua,Female,0,5.34
30114,27,Central African Republic,Male,0,3.48
74728,23,Saudi Arabia,Female,0,6.41
68460,23,Gabon,Female,0,3.97
61741,98,Ethiopia,Female,0,4.34
91376,31,United Arab Emirates,Female,1,7.3
20979,70,Australia,Male,1,7.63
68327,47,Azerbaijan,Female,0,4.6
99862,69,Swaziland,Female,0,4.83
15063,79,Mauritania,Female,0,4.51
45278,60,Zimbabwe,Male,0,4.71
38946,86,Colombia,Female,0,6.34
52058,43,Cyprus,Male,1,6.57
93723,85,Comoros,Female,0,3.75
51768,53,Ethiopia,Male,0,4.33
57319,98,Turkmenistan,Female,0,5.35
73732,40,Vietnam,Male,1,5.7
29149,82,Netherlands,Male,0,7.43
76762,18,Mali,Female,0,4
17804,77,Israel,Female,0,7.18
39002,79,Indonesia,Male,0,5.11
85144,63,Senegal,Female,0,3.88
11095,74,Serbia,Female,0,4.56
21345,54,Georgia,Female,0,3.97
95035,75,Haiti,Male,0,4.11
20223,22,Myanmar,Male,0,4.37
23850,81,Malaysia,Male,0,5.73
96013,81,Benin,Female,0,3.35
21969,49,Czech Republic,Male,0,6.11
58865,43,Lesotho,Female,0,4.77
99274,66,Latvia,Male,0,4.89
71156,89,Czech Republic,Female,0,6.23
61807,23,Swaziland,Female,0,4.57
88213,95,Somaliland region,Male,0,4.78
33801,25,Azerbaijan,Male,0,4.33
60820,34,Mozambique,Female,0,4.76
23844,78,Lebanon,Female,0,4.66
19885,49,India,Male,0,4.74
79248,86,France,Female,0,6.52
76755,72,Liberia,Female,0,4.16
14038,49,Guatemala,Female,0,5.8
15334,60,Kuwait,Male,0,6.45
82740,70,Suriname,Female,0,6.26
69106,48,United Kingdom,Female,1,7.19
81047,67,Romania,Male,0,4.95
42229,77,Benin,Female,0,3.38
98436,26,Montenegro,Female,0,5.28
45165,43,Chad,Female,0,3.99
45139,74,Tunisia,Female,0,4.64
70699,95,Romania,Male,0,4.98
68793,66,Nicaragua,Male,0,5.28
37432,53,Spain,Female,0,6.28
30591,28,North Cyprus,Male,0,5.38
39234,25,Peru,Female,0,5.5
68580,48,Guatemala,Female,0,5.83
43267,56,Nicaragua,Male,0,5.47
61115,93,Chile,Male,0,6.42
76126,28,Spain,Male,0,6.23
74850,27,Romania,Male,0,4.82
75158,20,Palestinian Territories,Female,0,4.57
74288,95,Spain,Male,0,6.13
52717,63,Mongolia,Female,0,4.76
79274,92,Malaysia,Male,0,5.53
12997,63,Uganda,Male,0,4.14
31843,22,Moldova,Female,0,5.72
53558,66,Estonia,Female,0,5.35
63021,73,Djibouti,Male,0,4.6
19692,70,Mongolia,Male,0,4.73
42192,80,Syria,Male,0,3.88
49660,57,Israel,Female,0,7.16
58869,88,Mozambique,Male,1,5.15
71604,41,Malaysia,Female,0,5.48
34943,57,South Korea,Female,0,6.02
16380,81,Angola,Male,0,5.45
13847,67,Botswana,Female,0,3.87
55596,83,Kenya,Male,0,4.29
80881,86,Philippines,Female,0,4.84
67738,37,Congo-Brazzaville,Female,0,4.02
76864,69,Japan,Male,0,5.95
20560,60,Pakistan,Male,0,5.27
72259,90,Algeria,Male,0,5.16
93080,45,Indonesia,Male,0,5.06
17419,93,Syria,Male,0,3.88
11253,22,Ireland,Female,0,6.92
80378,86,Cambodia,Female,0,4.04
54591,24,Germany,Female,1,7.09
94936,93,Laos,Female,0,4.6
22234,41,Bulgaria,Female,0,3.83
48421,50,Norway,Male,0,7.45
99379,59,Poland,Male,0,5.69
16038,78,Ireland,Male,1,7.37
83016,48,Luxembourg,Male,1,7.69
23726,49,Ecuador,Male,0,5.67
86019,92,Romania,Female,1,5.13
75258,73,Bosnia and Herzegovina,Female,0,4.61
19618,31,Nicaragua,Female,0,5.47
74136,49,Nigeria,Female,1,5.91
90870,31,Venezuela,Female,0,6.82
85733,38,Venezuela,Male,1,7.47
81285,68,Portugal,Female,0,4.91
52705,53,Jamaica,Female,0,5.11
97822,33,United States,Female,0,6.81
99778,85,Luxembourg,Male,0,6.84
62057,39,Uzbekistan,Male,0,5.62
22001,18,Albania,Female,0,5.48
31272,95,Botswana,Female,0,3.94
75828,62,Bulgaria,Male,0,3.91
55918,78,Netherlands,Male,0,7.26
66745,80,Turkey,Female,0,5.31
95434,86,Venezuela,Female,0,6.97
79756,94,Zambia,Male,0,4.87
59375,33,Bosnia and Herzegovina,Female,0,4.63
69301,41,Canada,Female,0,7.29
28419,52,Dominican Republic,Male,0,4.69
58800,59,Vietnam,Female,0,5.47
86306,60,Sweden,Male,0,7.46
35594,44,Germany,Male,0,6.4
71934,18,Zimbabwe,Female,0,4.72
96837,54,Argentina,Female,1,6.89
11877,38,Panama,Female,0,6.93
52808,45,Costa Rica,Female,1,7.52
34895,69,Singapore,Male,0,6.37
58597,58,Vietnam,Male,0,5.36
25090,62,Congo-Brazzaville,Female,0,4.23
16408,90,Jordan,Female,0,5.3
33684,39,Peru,Female,0,5.52
81929,62,Ecuador,Male,0,5.74
59756,62,Ghana,Female,0,5
15407,29,Nepal,Male,0,4.16
19156,98,Senegal,Female,0,3.79
36896,20,Panama,Male,0,7.09
13871,73,United Kingdom,Female,0,6.72
57896,55,Canada,Male,0,7.21
94227,43,Bangladesh,Male,0,4.73
25126,97,Afghanistan,Male,0,3.83
63651,51,Serbia,Female,0,4.56
12573,18,Iran,Female,0,4.46
32924,52,Madagascar,Female,0,3.85
80942,96,Turkmenistan,Male,0,5.61
17113,79,Botswana,Female,0,3.82
89151,60,Saudi Arabia,Male,0,6.44
11300,43,Cambodia,Female,0,3.91
75703,30,Kuwait,Female,1,7.04
95499,83,Albania,Male,0,5.39
80921,38,Burundi,Male,0,3.69
99101,78,Egypt,Male,0,4.05
46025,39,Chile,Male,0,6.47
94176,70,Jamaica,Male,0,5.14
37760,67,Libya,Female,0,5.17
45648,62,Czech Republic,Female,0,6.08
49833,88,Burundi,Male,0,3.61
88646,59,Czech Republic,Female,0,6
87029,36,Afghanistan,Female,0,3.91
87714,94,Bosnia and Herzegovina,Female,0,4.68
66449,74,Austria,Female,0,7.26
72341,40,Japan,Male,0,5.78
98545,32,Honduras,Female,0,4.94
64784,22,New Zealand,Female,0,7.07
62536,55,Nigeria,Female,0,5.18
36418,19,Ireland,Male,0,6.83
98839,64,Bangladesh,Male,0,4.73
98642,48,Jamaica,Female,0,5.23
25935,32,Ukraine,Male,0,4.78
15161,98,Iceland,Male,0,7.35
30021,19,Peru,Male,0,5.6
31962,36,Mauritius,Female,0,5.37
93073,85,Mali,Female,0,4.16
83489,76,Turkey,Male,0,5.16
80339,98,Honduras,Male,0,5.12
63302,92,Lesotho,Male,0,4.9
67891,69,Yemen,Female,0,3.83
29884,79,Qatar,Female,0,6.65
92018,81,Sierra Leone,Male,0,4.27
17481,72,Sierra Leone,Male,0,4.23
82257,90,Madagascar,Male,0,3.9
77524,53,Chad,Female,0,3.87
76478,50,Somaliland region,Male,0,4.71
62918,42,Kazakhstan,Male,0,5.5
98294,67,Nicaragua,Male,0,5.35
60238,84,Hungary,Female,0,4.55
41356,95,Central African Republic,Male,0,3.38
52373,81,Sweden,Female,1,8.01
65540,75,Mongolia,Female,0,4.72
29834,99,Japan,Male,0,5.94
27340,25,Malaysia,Male,0,5.73
29499,79,Chad,Male,0,3.79
74135,77,Somaliland region,Female,0,4.79
99889,51,Morocco,Male,0,4.85
75431,22,Botswana,Male,0,3.74
98838,88,Slovenia,Male,0,5.85
20166,69,Netherlands,Female,0,7.43
34501,86,Armenia,Male,0,4.25
52913,23,Rwanda,Female,0,3.53
58733,20,Djibouti,Male,0,4.41
95906,63,Uganda,Male,0,4.15
89524,72,Sudan,Female,0,4.27
92440,36,United Arab Emirates,Female,0,7.09
44036,82,Poland,Female,0,5.67
64773,72,Uruguay,Female,0,6.18
62852,87,Iran,Male,0,4.58
28243,81,United States,Female,0,6.86
61798,91,Angola,Female,0,5.49
23347,24,Finland,Male,1,7.72
50936,91,Morocco,Male,0,4.69
81795,73,Hong Kong,Male,0,5.42
76793,40,Czech Republic,Female,0,6.23
89916,38,Greece,Female,0,5.22
10809,64,Turkmenistan,Female,0,5.37
68037,37,Norway,Female,1,8.27
67373,64,Denmark,Female,0,7.53
13719,53,Bahrain,Male,0,5.2
38157,19,Armenia,Male,0,4.16
40573,87,Qatar,Female,0,6.64
85916,67,Turkey,Female,0,5.15
77847,30,Venezuela,Female,0,7.02
40644,67,Venezuela,Female,0,6.93
46428,86,Vietnam,Male,0,5.39
88779,52,Haiti,Female,0,4.2
53738,28,Congo-Brazzaville,Male,0,4.03
72037,46,North Cyprus,Male,0,5.43
47851,31,Taiwan,Male,0,6.02
48551,36,Sweden,Female,0,7.36
44421,25,New Zealand,Male,0,7.11
10133,56,Bosnia and Herzegovina,Male,0,4.52
71149,51,Syria,Female,0,3.64
35832,48,Sudan,Female,0,4.33
61816,41,Chad,Male,0,3.81
51775,61,Portugal,Male,1,5.25
72832,63,Sierra Leone,Male,0,4.04
83809,54,Zimbabwe,Female,0,4.61
17040,34,Morocco,Female,0,4.87
71532,20,Bahrain,Female,0,5.26
66940,59,Armenia,Female,0,4.04
87213,53,Slovakia,Male,0,5.8
47903,32,France,Male,0,6.74
31628,53,United States,Female,0,6.95
53841,49,Haiti,Male,0,4.34
14499,47,Spain,Female,0,6.05
97013,60,Sri Lanka,Female,0,4
85051,33,Sudan,Female,0,4.32
23741,94,Ethiopia,Male,0,4.27
64771,50,Nigeria,Female,0,5.07
33979,73,Colombia,Female,0,6.22
50013,40,Greece,Female,0,5.27
79812,44,Kosovo,Female,0,4.98
34022,70,Denmark,Female,0,7.4
70978,54,Iran,Female,0,4.45
11330,68,Panama,Female,0,7
77254,89,Venezuela,Female,0,6.93
61025,78,Kyrgyzstan,Male,0,5.03
49992,84,Cameroon,Female,0,4.18
56450,58,Greece,Female,0,5.25
88444,26,Tanzania,Male,0,3.51
82386,78,Thailand,Male,0,6.19
18994,20,Kenya,Female,0,4.12
15521,62,Malaysia,Male,0,5.5
58298,33,Venezuela,Male,0,6.81
15825,47,South Korea,Male,0,6.02
